Date,Open,High,Low,Close,Volume,Fib_23.6,Fib_38.2,Fib_61.8,ROC,CCI,MFI,Williams_R,Keltner_hband,Keltner_lband,Keltner_mband,Donchian_hband,Donchian_lband,Donchian_mband,VWAP,CMF,Force_Index,Ultimate_Oscillator,ROC_10,ROC_20,PVT,NVI,PVI,Typical_Price,Mass_Index,Vortex_Pos,Vortex_Neg,Vortex_Diff,KST,KST_Signal,KST_Diff,DPO,STC,Coppock_Curve,PPO,PPO_Signal,PPO_Hist,PVO,PVO_Signal,PVO_Hist,NATR,CMO,EOM,VPT,Fisher,Ichimoku_Conversion,Ichimoku_Base,Ichimoku_A,Ichimoku_B,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,Close_Lag_5,Volume_Lag_5,Close_Lag_10,Volume_Lag_10,Pct_Change_1,Pct_Change_2,Pct_Change_3,Pct_Change_5,Pct_Change_10,Pct_Change_20,Volatility_10,Volatility_20,Volatility_50,Momentum_5,Momentum_10,Momentum_20,TR,ADX,DMP,DMN,Parabolic_SAR,TRIX
2020-04-21,142.64259706279248,142.64259706279248,133.81470996749854,135.61021423339844,3576177,,,,,,,,149.17774122447307,131.77588886571047,,,,,141.77509076955508,,,,1.493078141673123,,64678.54361314399,935.1216878651117,1085.3462117147817,137.35584042122983,,,,,,,,,,,,,,7.144796973729453,3.8823669798592157,3.2624299938702372,0.0,,-2573.163112491166,64678.54361314399,0.028470109271571665,142.8670268860762,,,141.3707867171733,146.33334350585938,6835058.0,143.54034423828125,2383979.0,142.94187927246094,2685695.0,145.6350860595703,2204560.0,133.615234375,1997603.0,-0.0732787826448561,-0.05524669769300927,-0.051291231627699885,-0.06883555396857677,0.01493078141673121,,0.039227143122928895,,,-10.024871826171875,1.9949798583984375,,12.518633538360831,0.0,0.0,0.0,155.0614742646352,
2020-04-22,135.66008121312692,138.45308592929211,131.76983497248153,137.25608825683594,6012030,,,,,,,,148.62206173435146,131.55648857935066,,,,,140.85642609489875,,,,6.6253222390332045,,137645.3482234266,935.1216878651117,1098.518841419674,135.8263363862032,,,,,,,,,,,,,,9.679146039022516,5.127272014240574,4.5518740247819425,0.0,,-346.52161631379374,137645.3482234266,-0.5764094817754328,143.41565461855836,,,141.3707867171733,135.61021423339844,3576177.0,146.33334350585938,6835058.0,143.54034423828125,2383979.0,144.88697814941406,3413325.0,128.72747802734375,1761897.0,0.01213679981807858,-0.0620313527426507,-0.04378041598544069,-0.052667879405344564,0.06625322239033204,,0.03683046620855743,,,-7.630889892578125,8.528610229492188,,6.683250956810582,0.0,0.0,0.0,155.0614742646352,
2020-04-23,140.14883422851562,142.14383542749806,137.15633243004197,140.14883422851562,3371195,,,,4.889861462337928,,,,148.3283521414122,131.80820722949514,,,,,140.77353693769282,,,,1.7010533187896273,,208695.09821884084,954.829880994879,1098.518841419674,139.81633402868522,,,,,,,,,,,,,,7.775516721404005,5.6877326023500885,2.087784119053916,0.0,,671.4651095610609,208695.09821884084,-0.4498552079885663,143.41565461855836,,,141.3707867171733,137.25608825683594,6012030.0,135.61021423339844,3576177.0,146.33334350585938,6835058.0,142.94187927246094,2685695.0,137.80470275878906,2463474.0,0.02107553849463306,0.03346812790447906,-0.04226315841061956,-0.019539725223714832,0.01701053318789625,,0.030060982698037492,,,-2.7930450439453125,2.3441314697265625,,4.98750299745609,0.0,0.0,0.0,154.12980869294904,
2020-04-24,136.80721301912072,140.1987244844696,133.76484810284282,134.31346130371094,1823167,,,,4.339386867488103,,63.463329390886756,-75.77418186265864,147.91391420359474,131.65465444515365,,,,,140.58011781174267,,-1673590.0397030301,,-2.498199470929126,,132783.94699334793,915.073657077475,1098.518841419674,136.09234463034113,,,,,,,,,,,,,,3.8686849063701367,5.307186467130952,-1.4385015607608156,6.474453348253996,1.4227213186825487,-941.6305326779886,132783.94699334793,-0.6552060745784536,143.41565461855836,,,141.3707867171733,140.14883422851562,3371195.0,137.25608825683594,6012030.0,135.61021423339844,3576177.0,143.54034423828125,2383979.0,137.75485229492188,3237290.0,-0.041636970845508325,-0.021438953932729765,-0.009562354406841833,-0.06428076359670287,-0.0249819947092913,,0.033116087241321306,,,-9.226882934570312,-3.4413909912109375,,6.4338763816267885,0.0,0.0,0.0,153.23540974413035,
2020-04-27,136.05906913847338,138.0042073904493,133.7648300465078,134.26358032226562,2996533,,,,-2.5696673376392356,,59.40354250488208,-75.9563530694457,147.35855880760062,131.6179993871967,,,,,140.24715701034654,,-1455858.6064559212,,-5.510707915470664,,131671.10241676983,915.073657077475,1098.1108763697503,135.34420591974092,,0.9525810854894399,0.9383139010064224,0.014267184483017448,-883.6747617852046,-883.6747617852046,0.0,,,,,,,2.65852010185925,4.758135168903936,-2.0996150670446863,6.239761911679481,1.3197414561571887,-155.2371123044475,131671.10241676983,-0.9324094915197376,143.41565461855836,,,141.3707867171733,134.31346130371094,1823167.0,140.14883422851562,3371195.0,137.25608825683594,6012030.0,146.33334350585938,6835058.0,142.09396362304688,2359428.0,-0.00037137738065229353,-0.04199288519698974,-0.02180236937082658,-0.08248129164841,-0.055107079154706695,,0.030997688623794768,,,-12.06976318359375,-7.83038330078125,,4.239377343941499,0.0,0.0,0.0,152.3767867532644,
2020-04-28,135.61022489566443,141.54535135680607,134.7124803024561,138.9518585205078,5721109,,,,0.8689394280088553,,66.03542069638682,-66.05307827418345,147.22590520176766,131.61502186334525,,,,,140.04752029598453,,2583856.993675948,,-4.589022961354797,,331443.4496913428,915.073657077475,1136.455223128416,138.40323005992332,,0.9887363472290343,0.8690033825282782,0.119732964700756,-855.5353460437377,-869.6050539144712,14.06970787073351,,,,,,,6.214794224722171,5.057904743469525,1.1568894812526462,5.972892491192687,20.897103599348448,268.05425408362004,331443.4496913428,-0.7627137676535913,143.41565461855836,,,141.3707867171733,134.26358032226562,2996533.0,134.31346130371094,1823167.0,140.14883422851562,3371195.0,135.61021423339844,3576177.0,145.6350860595703,2204560.0,0.034918465506350804,0.034534120197442286,-0.008540746803902155,0.02464153829414406,-0.04589022961354794,,0.03221468654506007,,,3.341644287109375,-6.6832275390625,,7.281771034540441,0.0,25.68511420247021,18.738459576941658,151.5525086820331,
2020-04-29,139.65010229404683,140.3483497613864,135.31096802736337,139.15135192871094,4774187,,,,-2.0708914153047537,,58.421736800971985,-68.30829782463597,146.99541695302702,131.71018772462673,,,,,139.90025140566317,,2350794.399726392,,-3.958689934707787,,338297.75769535184,916.3874298081963,1136.455223128416,138.27022323915358,,0.9839932012149681,0.9497555286435753,0.034237672571392874,-826.4194635873338,-855.2098571387587,28.790393551424927,,,,,,,7.093219511219133,5.47434510019633,1.6188744110228033,5.796882663579969,3.36245935704309,-31.575458176214564,338297.75769535184,-0.725908581662581,143.41565461855836,,,141.3707867171733,138.9518585205078,5721109.0,134.26358032226562,2996533.0,134.31346130371094,1823167.0,137.25608825683594,6012030.0,144.88697814941406,3413325.0,0.0014357016187278582,0.03640429962252956,0.036019402508438825,0.013808230264646282,-0.03958689934707782,,0.032260630164176025,,,1.895263671875,-5.735626220703125,,5.037381734023029,0.0,24.552919277012965,17.91247185982811,150.76120173365103,
2020-04-30,141.09647842356196,147.08148293968893,139.9493586462324,141.04660034179688,4899422,,,,-3.1506732628266323,,59.79525234355639,-60.1712646630225,147.1525940631938,131.92408598154282,,,,,140.1190798835486,,3341484.024128097,,-1.3259087821641682,,405028.1317940202,916.3874298081963,1151.933800435238,142.69248064257275,,0.9828944613272965,0.9301896008777409,0.05270486044955558,-798.1982475022901,-840.9569547296416,42.758707227351465,,,,,,,7.797749978754295,5.947550588144699,1.8501993906095962,5.71208676964358,7.857151702380441,827.6805011634654,405028.1317940202,-0.1915379681237978,143.41565461855836,,,141.3707867171733,139.15135192871094,4774187.0,138.9518585205078,5721109.0,134.26358032226562,2996533.0,140.14883422851562,3371195.0,142.94187927246094,2685695.0,0.013620050303621234,0.015075306250617038,0.0505201783182776,0.0064058050730371185,-0.013259087821641646,,0.03247373640477707,,,0.89776611328125,-1.8952789306640625,,7.930131010977988,0.0,28.749518069134343,16.666937554195343,150.00154706320424,
2020-05-04,136.5578416094248,137.1563481258716,129.67509277355134,131.22122192382812,6012691,,,,-9.432011351284576,,52.07868629560841,-93.90961192787633,146.78485102267854,131.5703428029755,,,,,139.46674836157538,,-5575437.177220908,,-8.582341347881272,,-13819.002714392613,916.3874298081963,1071.68950192469,132.68422094108368,,0.8774688495466813,0.9955116370575658,-0.1180427875108846,-772.4156896283772,-827.2487017093887,54.833012081011475,,,,,,,9.751535548359072,6.719472142181556,3.0320634061775165,6.320224537562696,-22.94737750605924,-1256.649264859342,-13819.002714392613,-0.6850812377503591,138.37828785662015,,,141.3707867171733,141.04660034179688,4899422.0,139.15135192871094,4774187.0,138.9518585205078,5721109.0,134.31346130371094,1823167.0,143.54034423828125,2383979.0,-0.06966051215810243,-0.056989241534250556,-0.055635359461843614,-0.023022557455284476,-0.08582341347881273,,0.038952562671604025,,,-3.0922393798828125,-12.319122314453125,,11.371507568245534,0.0,25.961750796078416,23.811888522417455,149.27227857957533,
2020-05-05,134.66258642574874,136.00921837826698,131.47058742126876,132.3683319091797,3112486,,,,-7.397095530783567,-95.42434535939307,52.666349961972806,-89.39100818060952,146.3366756478731,131.42902974345537,138.88285269566424,155.0614742646352,127.68009916971143,141.3707867171733,139.1980803835501,-0.1736973212185206,-4268894.1847797865,,-9.543287443658055,,13389.734695014256,924.3983075897936,1071.68950192469,133.2827125695718,,0.9166268726686152,1.0303614739277285,-0.11373460125911328,-747.258035587214,-813.9169240223596,66.65888843514563,5.157073974609375,,,,,,6.886955671900235,6.753359543259674,0.13359612864056114,6.076290577916106,-29.49007556948458,47.272325194121244,13389.734695014256,-1.0090041526128297,138.37828785662015,,,141.3707867171733,131.22122192382812,6012691.0,141.04660034179688,4899422.0,139.15135192871094,4774187.0,134.26358032226562,2996533.0,146.33334350585938,6835058.0,0.0087418023436594,-0.061527668242887246,-0.048745627875798725,-0.014115878695748152,-0.09543287443658055,,0.03824722073976596,,,-1.8952484130859375,-13.965011596679688,,4.787996454438854,0.0,24.868316259825324,22.809000023551164,148.0964474312139,
2020-05-06,133.31595584183344,135.06158198008757,126.98183584398822,132.91696166992188,6685480,,,,-7.400973311534104,-116.79898865626636,44.35194003895514,-78.8632398429691,146.2385865905357,131.2361785637541,138.73738257714493,155.0614742646352,126.98183584398822,141.0216550543117,138.55411920008677,-0.11150714291903725,-3135073.116547434,,-1.9860248571255936,-0.5225996184824078,41099.18181083392,924.3983075897936,1076.131355550482,131.65345983133255,,0.8097984995667361,1.058117484580739,-0.24831898501400296,-703.0480105093824,-798.0785078062199,95.03049729683755,7.984986877441401,,,,,,9.817099087626541,7.371811666149442,2.445287421477099,6.053180172480873,-26.726121871472778,-328.5077117803021,41099.18181083392,-1.3878149548303376,137.03165939183856,,,141.0216550543117,132.3683319091797,3112486.0,131.22122192382812,6012691.0,141.04660034179688,4899422.0,138.9518585205078,5721109.0,135.61021423339844,3576177.0,0.004144720665654411,0.012922755338142577,-0.05763796257530862,-0.043431566262176036,-0.0198602485712559,-0.005225996184824111,0.031008930020248102,0.03446799519889787,,-6.0348968505859375,-2.6932525634765625,-0.698272705078125,8.079746136099345,0.0,23.10022907807064,25.13721742144755,146.99116615175416,
2020-05-07,130.77233045551822,135.31094586001228,129.67507374327636,134.5628204345703,2423478,,,,-8.043637074975845,-97.22246602297754,48.534297309148954,-73.0018439802708,146.33916551077738,131.4315213924922,138.88534345163478,155.0614742646352,126.98183584398822,141.0216550543117,138.3929194987661,-0.07182524846088513,-2117390.8845788487,,-1.9622210252895567,4.533097747776154,71108.16228345392,935.8447703847457,1076.131355550482,133.18294667928632,,0.8662537253636157,1.0009523276898147,-0.134698602326199,-657.5198511618051,-780.5086757256681,122.98882456386298,-3.029909515380865,,,,,,5.667228306352421,7.028360773905595,-1.3611324675531735,5.851224249569757,-18.834228061775363,342.15551612441345,71108.16228345392,-1.1678375187373815,137.03165939183856,,,141.0216550543117,132.91696166992188,6685480.0,132.3683319091797,3112486.0,131.22122192382812,6012691.0,139.15135192871094,4774187.0,137.25608825683594,6012030.0,0.012382608991135857,0.01657865211217069,0.025465381755718886,-0.03297511257017027,-0.019622210252895567,0.04533097747776149,0.031021088596901645,0.03343316331600259,,-4.588531494140625,-2.693267822265625,5.8353424072265625,5.635872116735925,0.0,22.15337196825513,23.862757954324778,145.3904197271329,
2020-05-08,136.55786050485688,139.00174976796342,135.85961295282146,136.80723571777344,2431204,,,,0.8826927168736781,-29.154049189046656,48.4701270521825,-65.00880913565969,146.00666753776406,131.83218537523865,138.91942645650138,155.0614742646352,126.98183584398822,141.0216550543117,138.35872151621783,-0.09597632362533368,-1035387.6990412176,,-2.384321303232277,-0.7238265611018906,111658.97265263608,935.8447703847457,1094.0804863232427,137.2228661461861,,0.9009754032259175,0.9990244172026312,-0.09804901397671373,-612.5681214374445,-761.8486141380877,149.2804927006432,-1.3341621398925838,,,,,,2.169526676164735,6.050823593335821,-3.8812969171710856,5.57590444244538,-14.594546323506307,638.1545763260436,111658.97265263608,-0.42222121684768527,137.03165939183856,,,141.0216550543117,134.5628204345703,2423478.0,132.91696166992188,6685480.0,132.3683319091797,3112486.0,141.04660034179688,4899422.0,140.14883422851562,3371195.0,0.016679312130607693,0.02926845452209803,0.03353448475606213,-0.030056482139592333,-0.02384321303232273,-0.007238265611018924,0.030694486473043996,0.02964317981635448,,-4.2393646240234375,-3.3415985107421875,-0.997467041015625,4.438929333393105,0.0,24.66817393630937,22.878871003848445,143.91773301648132,
2020-05-11,137.50546808635903,142.9418434817618,137.1563367772109,139.69996643066406,2900696,,,,1.7805244232628126,17.155987904793573,44.44265533863105,-36.72460752111296,145.69661094767235,132.16551646808185,138.9310637078771,155.0614742646352,126.98183584398822,141.0216550543117,138.41176012519307,-0.08079036051609753,311229.4591016683,,4.010398566658264,1.4120113399547314,172992.95373876125,935.8447703847457,1117.2143520764441,139.93271556321224,,0.8930060273166849,1.0260965392068555,-0.13309051189017063,-565.4175684221451,-726.4867037644144,161.0691353422693,1.4613281249999943,,-0.0820810183258276,,,,0.10130517081429573,4.855274085909033,-4.753968915094737,5.3840762148088706,-14.347355000872938,522.2478153121749,172992.95373876125,0.023164540719542145,137.03165939183856,,,141.0216550543117,136.80723571777344,2431204.0,134.5628204345703,2423478.0,132.91696166992188,6685480.0,131.22122192382812,6012691.0,134.31346130371094,1823167.0,0.021144573952639467,0.03817656303207184,0.051031897475859456,0.06461412553952384,0.040103985666582576,0.014120113399547218,0.027981355501949752,0.030014578438451057,,8.478744506835938,5.386505126953125,1.9451141357421875,6.134607763988356,0.0,26.9553523935717,21.556090415792404,126.98183584398822,
2020-05-12,138.15382877827375,140.34832698549525,132.86707271952375,139.55032348632812,2901801,,,,-0.4270536715358014,-19.57058679228797,44.97707102323861,-37.469112853089385,145.5112413826294,131.8554593786319,138.68335038063066,155.0614742646352,126.98183584398822,141.0216550543117,138.38491572498094,-0.04403494365574044,204734.67272757745,,3.9375854206874386,-1.7901113262394668,169884.62052572152,935.8447703847457,1116.0176213300408,137.5885743971157,24.18296100566981,0.9735533646491936,0.9597803268024002,0.013773037846793401,-519.3634158246543,-689.1342670734052,169.7708512487509,-4.246862792968756,,-0.05757598875264197,,,,-1.5764410906566753,3.564052955083746,-5.140494045740422,5.387787014606739,11.048896111648112,-887.2391900928384,169884.62052572152,-0.041339635238837553,137.03165939183856,,,141.0216550543117,139.69996643066406,2900696.0,136.80723571777344,2431204.0,134.5628204345703,2423478.0,132.3683319091797,3112486.0,134.26358032226562,2996533.0,-0.0010711738031105034,0.020050750635832948,0.03706449549474877,0.05425762698343983,0.03937585420687428,-0.01790111326239463,0.027995217882153225,0.029151987533975094,,7.1819915771484375,5.2867431640625,-2.54364013671875,7.481254265971501,0.0,25.053023240766326,24.081020770295368,127.30103599674369,
2020-05-13,144.63759428505085,144.63759428505085,140.3982165215235,140.79721069335938,3115038,,,,4.8273265588676315,61.19883959851648,53.372565577421156,-31.26558499464277,145.0249602907309,132.18712843983175,138.60604436528132,155.0614742646352,126.98183584398822,141.0216550543117,138.50530512194604,-0.09053800827588271,730358.4382830965,,1.3280514506966512,-3.3219160966692205,197717.59815401587,935.8447703847457,1125.989279296095,141.9443404999779,24.10227885296219,1.0712278109438806,0.8553007121193273,0.2159270988245533,-491.80526444330263,-651.9549116129573,160.14964716965466,-4.054850006103521,,-0.033513876810722314,0.3108065258349926,,,-2.4969274352572604,2.348182132940031,-4.845109568197291,5.216724464499015,10.042411882077571,804.3431248621312,197717.59815401587,0.4230564934591782,137.03165939183856,141.0216550543117,139.02665722307512,141.0216550543117,139.55032348632812,2901801.0,139.69996643066406,2900696.0,136.80723571777344,2431204.0,132.91696166992188,6685480.0,138.9518585205078,5721109.0,0.008935036307195832,0.007854291527263246,0.02916494112794643,0.05928700840308743,0.013280514506966545,-0.033219160966692196,0.02596282887877105,0.028633223077299486,,7.8802490234375,1.8453521728515625,-4.8378753662109375,5.087270798722727,0.0,27.965203584364396,22.89763484702198,127.61385214644406,
2020-05-14,139.20121955087038,141.99422443103714,137.0565840086655,140.54783630371094,1587450,,,,4.68053657318057,32.01355156403387,48.55599160734436,-32.506275383190825,144.57359143318902,132.01505859041967,138.29432501180435,155.0614742646352,126.98183584398822,141.0216550543117,138.528364765907,-0.06300087519621787,569468.750693024,,1.0035722654821473,-2.9948459834868,194905.97018995363,934.1872395482249,1125.989279296095,139.86621491447121,24.034559961744183,0.9730635750104417,0.9264876162392354,0.04657595877120635,-465.37862459133004,-614.9749535117394,149.59632892040935,0.8503852844238224,,-0.020696150080835654,0.4547889304818458,,,-6.432901475802128,0.5877088479737242,-7.020610323775852,5.103634668139028,1.2232460250000818,-930.7943435905247,194905.97018995363,0.471545999332715,135.80971506451954,141.0216550543117,138.41568505941564,141.0216550543117,140.79721069335938,3115038.0,139.55032348632812,2901801.0,139.69996643066406,2900696.0,134.5628204345703,2423478.0,139.15135192871094,4774187.0,-0.0017711600138978767,0.007148050914267845,0.006069220306274659,0.04447748530992457,0.010035722654821555,-0.029948459834868046,0.025985362376351344,0.028619286893197628,,5.985015869140625,1.396484375,-4.339141845703125,4.937640422371629,0.0,26.59893811330713,25.08535723932831,128.29480183198834,
2020-05-15,141.04658007013032,143.34083451570544,139.6500853053375,140.6974639892578,2145697,,,,1.2562663697602627,62.413380231501115,52.46052792102858,-31.761845966920728,144.47799511887814,131.97931303825817,138.22865407856816,155.0614742646352,126.98183584398822,141.0216550543117,138.58884274397343,-0.08560560349041366,533981.1685932882,,-0.24753262516998192,-1.5701593505183,197190.2862238277,934.1872395482249,1127.188011160224,141.22946127010024,23.804886225932503,1.041690127173872,0.8859302834068932,0.15575984376697893,-438.2299236983024,-577.8432017417313,139.61327804342886,1.1620994567871037,,-0.0007146586242671979,0.5705405584612108,,,-8.456447156354992,-1.2246279220361815,-7.23181923431881,4.921419525051209,23.703664254650853,338.8633849383999,197190.2862238277,0.7427209255132295,135.80971506451954,141.0216550543117,138.41568505941564,141.0216550543117,140.54783630371094,1587450.0,140.79721069335938,3115038.0,139.55032348632812,2901801.0,136.80723571777344,2431204.0,141.04660034179688,4899422.0,0.001064603265919617,-0.0007084423307135435,0.008220264018535817,0.02843583711836506,-0.002475326251699772,-0.015701593505182965,0.025625560427934093,0.028474371988903034,,3.890228271484375,-0.3491363525390625,-2.244415283203125,3.690749210367926,8.519583051843984,26.973062175417056,24.136141964743064,128.94851353011083,
